"New Field"
"101. Pad Man (2018)

PG-13 | 140 min | Comedy, Drama

 7.9 
 Rate

Upon realizing the extent to which women are affected by their menses, a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads to the women of rural India.

Director: R. Balki | Stars: Akshay Kumar, Radhika Apte, Sonam Kapoor, Jyoti Subhash

Votes: 28,829 | Gross: $1.66M

 Watch on Netflix
with subscription"
"102. Breathe (I) (2017)

PG-13 | 118 min | Biography, Drama, Romance

 7.1 
 Rate 51 Metascore

The inspiring true love story of Robin and Diana Cavendish, an adventurous couple who refuse to give up in the face of a devastating disease.

Director: Andy Serkis | Stars: Andrew Garfield, Claire Foy, Hugh Bonneville, Ed Speleers

Votes: 24,546 | Gross: $0.49M

 Watch on Max
with Prime Video Channels"
"103. The Shape of Water (2017)

R | 123 min | Drama, Fantasy, Romance

 7.3 
 Rate 87 Metascore

At a top secret research facility in the 1960s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity.

Director: Guillermo del Toro | Stars: Sally Hawkins, Octavia Spencer, Michael Shannon, Doug Jones

Votes: 445,137 | Gross: $63.86M"
"104. Borg vs. McEnroe (2017)

R | 107 min | Biography, Drama, Sport

 6.9 
 Rate 63 Metascore

The story of the 1980 tennis rivalry between the placid Björn Borg and the volatile John McEnroe.

Director: Janus Metz | Stars: Sverrir Gudnason, Shia LaBeouf, Stellan Skarsgård, Tuva Novotny

Votes: 34,251 | Gross: $14.11M"
"105. The Foreigner (I) (2017)

R | 113 min | Action, Thriller

 7 
 Rate 55 Metascore

A humble businessman with a buried past seeks justice when his daughter is killed in an act of terrorism. A cat-and-mouse conflict ensues with a government official, whose past may hold clues to the killers' identities.

Director: Martin Campbell | Stars: Katie Leung, Jackie Chan, Rufus Jones, Mark Tandy

Votes: 122,653 | Gross: $34.39M"
"106. Custody (2017)

93 min | Drama, Thriller

 7.5 
 Rate 83 Metascore

A broken marriage leads to a bitter custody battle with an embattled son at the centre.

Director: Xavier Legrand | Stars: Léa Drucker, Denis Ménochet, Thomas Gioria, Mathilde Auneveux

Votes: 10,214 | Gross: $0.08M"
"107. Capernaum (2018)

R | 126 min | Drama

 8.4 
 Rate 75 Metascore

While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.

Director: Nadine Labaki | Stars: Zain Al Rafeea, Yordanos Shiferaw, Boluwatife Treasure Bankole, Kawsar Al Haddad

Votes: 103,739 | Gross: $1.66M"
"108. At War (2018)

113 min | Drama

 6.9 
 Rate 61 Metascore

After promising 1100 employees that they would protect their jobs, the managers of a factory decide to suddenly close up shop. Laurent takes the lead in a fight against this decision.

Director: Stéphane Brizé | Stars: Vincent Lindon, Mélanie Rover, Jacques Borderie, David Rey

Votes: 2,152 | Gross: $0.00M"
"109. Bad Times at the El Royale (2018)

R | 141 min | Crime, Drama, Mystery

 7.1 
 Rate 60 Metascore

1969. Four strangers check in at the El Royale Hotel. The hotel is deserted, staffed by a single desk clerk. Some of the new guests' reasons for being there are less than innocent and some are not who they appear to be.

Director: Drew Goddard | Stars: Jeff Bridges, Cynthia Erivo, Dakota Johnson, Jon Hamm

Votes: 163,570 | Gross: $17.84M"
"110. Widows (2018)

R | 129 min | Crime, Drama, Thriller

 6.8 
 Rate 84 Metascore

Four women with nothing in common except a debt left behind by their dead husbands' criminal activities take fate into their own hands and conspire to forge a future on their own terms.

Director: Steve McQueen | Stars: Viola Davis, Michelle Rodriguez, Elizabeth Debicki

Votes: 103,760 | Gross: $42.40M"
